index_id,id,news_url,title,tweet_ids,Y,category,
7019,gossipcop-864243,https://www.instyle.com/celebrity/princess-dianas-most-iconic-style-moments,Princess Diana's Most Iconic Style Moments,"880776325400842240	880777752353292288	880777770338443264	880778187323703297	880778824543285250	880779022589939712	880779341998718976	880780593256177664	880780700542259201	880780711355199488	880781657556602880	880781771218067457	880782566541807616	880783201073078272	880784703552442372	880785867450830849	880787114065104896	880788224905543680	880788247567360001	880788294916820993	880788320296607744	880788344908783617	880789381136691201	880795076833681410	880798478787653633	880806826220171264	880811578731487232	880836765312995328	881350937893359616	881407160684396544	903426441899106305",real,gossipcop,
9034,gossipcop-945630,https://www.elle.com/fashion/a21722097/kate-spade-new-york-donate-1-million-mental-health/,Kate Spade New York to Donate Over $1 Million to Mental Health Causes,"1009455993632296961	1009457796558057475	1009458498118279168	1009461365155778560	1009467377283522560	1009477008953405441	1009477014611464192	1009477042054811648	1009477075206590464	1009477122799357953	1009477131095760898	1009477203309064192	1009477294317015040	1009477296548470790	1009477302743379968	1009477347018493953	1009477379889061888	1009477413233922048	1009477535560863745	1009477567349436416	1009477577076105216	1009477716196904961	1009477742889504775	1009477775638585344	1009477777886732288	1009477810933633024	1009477815559970816	1009477829367681024	1009477852113358849	1009477855812743168	1009477872917106688	1009477886682845185	1009480336927948800	1009485054135947265	1009530999439527936	1009619431943745537	1009898801979588608	1009906254368604160	1009908947405459461	1009913018300411904	1009918232881451008	1009920936001359874	1011041287292751873	1011308357657952256	1015279593882873861",real,gossipcop,
4995,gossipcop-911842,https://www.dailymail.co.uk/tvshowbiz/article-4916814/Caitlyn-Jenner-disappointed-Kylie-s-pregnancy.html,Caitlyn Jenner is 'disappointed' at Kylie's 'pregnancy',9.60917E+17,real,gossipcop,
387,politifact13548,http://time.com/4523755/donald-trump-leaked-tape-impact/,"Donald Trump, Billy Bush: Interview Scrambles Race","784585118174351362	784587088297619456	784588198236262401	784588387286122500	784588531251445760	784592785215221761	784594777526431745	784597222436532224	784598977131974656	784598979191443456	784615152683511809	784617854914158593	784617854771560448	784654009256726528	784664184118272000	784695719714254848	784736756964945920	784740549232365568	784740726945046528	784742403110428677	784746881754755072	784747048260112385	784749780777984000	784757404290330624	784760359856975872	784780898654941185	784785622053650433	784811609982062597	784812163646894080	784848973450383360	784865090851840000	784877186767388672	784983881401323521	785097210258006016	785097212111892481	785612228645023744	785845028195368960	786590301641019392	786634719425212416	786644093094854656",real,politifact,
10842,gossipcop-941742,https://people.com/home/fixer-upper-chip-joanna-gaines-fined-epa-lead-paint-violations/,"Chip, Joanna Gaines $40,000 EPA Penalty for Lead Paint Violations","1004503799522832385	1004621793242550272	1004622903076446208	1004623619169931264",real,gossipcop,
2984,gossipcop-9081250232,www.imdb.com/news/ni61350922,Katherine Heiglâ€™s Mom Causing Marriage Problems After Moving In To Help With Baby?,"890968861754793984	890984086461980673	891085921696743425	891629732034473985",fake,gossipcop,
7551,gossipcop-880403,https://www.dailymail.co.uk/tvshowbiz/article-4868232/Leonardo-DiCaprio-holds-hands-ex-Toni-Garrn.html,Leonardo DiCaprio holds hands with ex Toni Garrn in NYC,"908792511963058176	908792645937332224	908793103594684416	908795513125822464	908795615672279040	908796861821075457	908797707401211905	908799230160068609	908802407512993793	908802691341500416	908804381415370752	908804511552196609	908806795036049408	908812181352849408	908819882707316736	908821569090207745	908821643866361856	908822060591386624	908822136558641152	908826034664988672	908826045804974080	908845273937461249	908845272905551872	908859138502881280	908879053469442049	908926509511069696	908973991255314433	908980876809293824	908980952394743808	909077107757613057	934793876459569152",real,gossipcop,
10376,gossipcop-901328,https://people.com/royals/queen-christmas-lunch-buckingham-palace-meghan-markle-prince-harry-kate-middleton-prince-william/,Meghan Markle and Prince Harry Join William and Kate for Christmas Lunch with the Queen,"943501789650931714	943502274906722307	943503058503372802	943509605321183237	943511505177337857	943512081986289665	943513849335967744	943526563341127680	943621124042223617	943867941874843648",real,gossipcop,
10422,gossipcop-876308,https://www.dailymail.co.uk/tvshowbiz/article-5674879/Kim-Kardashian-reveals-daughter-North-doesnt-share-hardly-talks-brother-Saint.html,Kim Kardashian reveals that North 'hardly talks' to brother Saint,"902179743474356224	902213972086202368	902214515525173248	902215625619230720	902216254538227712	902216298121322497	902216302814744579	902216600484429824	902216752016146432	902216980739932160	902217033676443648	902217214098591746	902217215759589376	902217544672714752	902218017408471041	902223021896867840	902224366854950912	902226558487633926	902226558160535552	902228451314171905	902228994539577344	902230645266513920	902231633037860864	902231829008097280	902232895649140736	902236426611417120	902237205002948611	902245540980678660	902245896523358212	902251852208766976	902258515972055040	902262502398070785	902350914811453440	902350918825328640	902350916711456768	902417808776036352	902432690896556032	902434772072452096	902474079860645889	902532224297381888	902534464127062017	902535328229195778	902539034848886784	902701960402526208",real,gossipcop,
12493,gossipcop-900115,https://en.wikipedia.org/wiki/The_X-Files_(film),The X-Files (film),,real,gossipcop,
8689,gossipcop-955068,https://people.com/parents/kate-upton-pregnant-first-child-justin-verlander/,Kate Upton Is Pregnant! Supermodel and Justin Verlander Are Expecting Their First Child Together,"1022290704482140162	1022292537124511746	1022292768406872064	1022293152529612800	1022293703203778561	1022297471299375104	1022298865222004742	1022299865252909056	1022300519891533824	1022301868964409344	1022303161023787009	1022303687572475904	1022312055653588993	1022339847682510848	1022340092852142080	1022340092369793024	1022340114553491456	1022340285865631744	1022340282296225793	1022340294241607685	1022340293520224256	1022340294887391232	1022340305541062657	1022340316022665224	1022340337258377216	1022340509526839296	1022340515361173504	1022340536575905793	1022340547665702912	1022340560982556672	1022340776045539328	1022340807934783488	1022340833184501765	1022340902411534336	1022340916324040706	1022341102140055552	1022341288782430208	1022341296512487424	1022341295740788738	1022341314980007936	1022341333757902848	1022341357409632258	1022350141217492993	1022355952522145792	1022361571215990784	1022378474240188417	1022381897970798592	1022419735043035137	1022423998741794816	1022427719181713408	1022452746610528256	1022458535341215745	1022489242340126721	1022665413098987532	1023275676550483968	1024576036418318337	1028472437938249728",real,gossipcop,
15290,gossipcop-893444,https://us.hola.com/en/celebrities/2017111110771/selena-quintanilla-sister-kim-kardashian-demi-lovato-halloween-costume/,Suzette Quintanilla on Kim Kardashian and Demi Lovato's costumes,"930159726494736387	930160299772170242	930160898186121218	930161798715756545	930162345011056640	930163122685407232	930163127571718144	930163539846877184	930163674953670657	930163677981896707	930166463956176896	930169197379829760	930169224248659969	930169681536802817	930170176175333376	930171020232634368	930171057121710080	930171262386585600	930175673737535488	930179814224310272	930179960412803076	930237892303110145	930258522683727873	930515130999177216	931563478745153538",real,gossipcop,
6103,gossipcop-849279,http://toofab.com/2017/05/12/inside-what-happens-at-the-abbey-party-ep-cast-on-who-actually-works-there-vanderpump-rules/,"Inside 'What Happens at the Abbey' Party: EP, Cast on Who Actually Works There, 'Vanderpump Rules' Comparisons","862292564510031874	862292594335731714	862292598140018688	862293989608878082	862294049818017793	862295092417052672	862295098536493056	862295120112001024	862296396325507072	862296435424772097	862296441313558528	862296448221577217	862296447315607552	862296452986396673	862296472217296896	862298490457686016	862299141191471105	862300492415737856	862301549451542529	862317076261634049	862317076223938560	862317092103569408	862325766872281089	862376346944552960	862425546583531520",real,gossipcop,
11390,gossipcop-887328,https://people.com/tv/fashion-police-ending-joan-rivers-series-finale/,Fashion Police Ending Its Run with Joan Rivers Special,"920696142744244225	920696252463046656	920697430169063424	920699154904600577	920699463479554048	920699722880503809	920700226939207680	920700397362335744	920702060189966336	920704067663486976	920710353889177600	920711140912631811	920711285540638720	920711317706739713	920711370798239754	920711375047069709	920711379203624964	920711497747238912	920711621680525312	920711696297201673	920711705268760576	920711754463764482	920711776819466240	920711841025789953	920711843727007745	920711897086820352	920711963600195587	920711962518085632	920711971267317761	920711979072983046	920711985045622784	920712002686914560	920712015655636992	920712094055587842	920712136497778688	920712188150648840	920712186921717762	920712365624250368	920712714221211650	920715031611834368	920725128891203585	920747012894744580	921415722655301633",real,gossipcop,
14060,gossipcop-933770,https://www.abc15.com/entertainment/people-s-choice-awards-2018-see-the-full-list-of-nominees,People's Choice Awards 2018: See the full list of nominees,9.94548E+17,real,gossipcop,
3645,gossipcop-6708589182,,5 Wrong Rumors About Brad Pitt  Angelina Jolie Divorce,"998608053946671104	998612876716724224	998725218179993601	998828376067592192	999062845240303616	999971745267441671	999971767161708544	999972000289476609",fake,gossipcop,
4439,gossipcop-903720,https://www.tvinsider.com/716382/nia-jax-interview-wwe-raw-total-divas-season-8/,Nia Jax on Promoting a Positive Body Image in Her Return to 'Total Divas',"950446755216314368	950452190950211584	950455788224393216	950458877337796610	950458875660197889	950458899144019969	950458911500460034	950458910313299969	950458919490654208	950458954722750466	950458965158252545	950459041360248840	950459054668775424	950459126949302274	950459161552326656	950459166749061120	950459171861925888	950459370151862273	950459383330361344	950459391823745024	950459446236450817	950459482601132032	950459627849863170	950459632451047425	950459650171920384	950459647651209217	950459709559132160	950459720288079872	950459881064103936	950459926454984704	950464225381638144	950549058652917766	950549097467039744	950639421010993152	950639455794327552	950639463407017984	950639503236005889	950724132018192384",real,gossipcop,
3872,gossipcop-6025558040,hollywoodlife.com/2018/01/27/robert-pattinson-katy-perry-make-out-couple-kissing/,Robert Pattinson & Katy Perry Caught Making Out At LA Cafe: Theyâ€™re â€˜Totally A Coupleâ€?â€?Report,"957332648900280320	957332870577745920	957333664668397569	957334814293716993	957334963849965568	957335068388839424	957335372064870400	957339076826349568	957340953785729024	957341142638649345	957341705165987840	957343221318692864	957344749421244416	957344757939781632	957349774532911104	957350012244996096	957350017416613888	957357563418324992	957357569609056256	957375978904236032	957381442044035072	957390972287180800	957395477292466176	957494073933422592	957631338789523457	957631900708982786	957659821725102081	957751527489318912	960199910841880576	960203848563306496	960203867525804033	960210119568052229	960210612650328065	960263979221291008	960267738051616768	960268113307516928	960269522656620544	960297286965321729	960305554634825728	960333557448110081	960333569590620161	960361184758325248	960389432116260864	960460583236710400",fake,gossipcop,
